key,input,score,alea,epis
BRAYPVFMFWTUKN-JOBXNTDGSA-N,C[C@]12CCC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)O[C@H](n3cnc4c(N(CCO)CCO)nc(Cl)nc43)CC[C@@H]12,0.52322584,0.22632457,0.02313598
JMWXCKBNMITSIN-SJORKVTESA-N,Cc1noc(C)c1CN1CCO[C@H]2CN(Cc3cnn(C)c3)C[C@H]21,0.51621807,0.22960623,0.020130726
FNEMLYLQYCOWSI-LICLKQGHSA-N,Cn1c(-c2ccc(Cl)cn2)c(C2CCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21,0.5150169,0.22693495,0.022839524
BUAPSNKVPWEGPA-SECBINFHSA-N,N[C@@H](CS)Cc1ccccc1,0.5171102,0.22909056,0.020616693
HXGOZZCNWIRGDR-UHFFFAOYSA-N,CN(C)c1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)ccn1,0.5127475,0.22796124,0.021876248
FJCDJOPKILSQQC-WUXMJOGZSA-N,C/C(=N\NC(N)=S)c1cccc(N)c1,0.5117674,0.23203212,0.017829413
VVZCMIMCJKOCNN-UHFFFAOYSA-N,Cc1nc2ccc(NC(=O)c3cccs3)cc2s1,0.5232898,0.22573848,0.023719126
DVTVJGRKHOHFDN-UHFFFAOYSA-N,COc1ccccc1CNC(=O)c1ccc(OCC2CCCO2)cc1,0.5061533,0.22905158,0.02091058
XTSDSKNXFWPJCS-NSHDSACASA-N,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1ccnc2cccc(Br)c12,0.52247894,0.22784582,0.021648875
MOUOMNBPAHLPSE-UHFFFAOYSA-N,CC1CCc2c(C(=O)Nc3c(F)cc(F)cc3Br)csc2C1,0.51866835,0.22696948,0.022682006
FFMAUIFUNZBCRQ-UHFFFAOYSA-N,Cc1cccc(NS(=O)(=O)c2ccc(C(=O)N3CCC3)cc2)c1C,0.5155806,0.22909972,0.020657504
YWTJHJYWEVKHSQ-UHFFFAOYSA-N,CCC1CCN(C(=O)C(CCCN=C(N)N)NS(=O)(=O)c2ccc3ccc(OC)cc3c2)C(C(=O)O)C1,0.5140021,0.22858475,0.021219177
PRYDIUOIVPKNEW-CJLVFECKSA-N,C/C(=N\NC(=O)c1cccnc1)c1ccc(-n2c(C)ccc2C)cc1,0.5164467,0.22791138,0.021818152
BVFBYUIDPPDGCS-UHFFFAOYSA-N,O=C(NCC=C(c1ccccc1)c1ccccc1)Nc1ccc(Cl)cc1,0.51463574,0.23162441,0.018161362
VWKMDRWBZTWKNM-UHFFFAOYSA-N,C=CCOC(=O)c1ccc(S(N)(=O)=O)cc1,0.5172851,0.22898461,0.020716619
PCKXOBFTBPFENG-UHFFFAOYSA-N,NC(=S)N1N=C(c2ccccc2O)CC1c1ccc(O)cc1,0.5188081,0.22824724,0.021398995
AJINREBJQTYYQG-UHFFFAOYSA-N,CCCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.5234336,0.2296616,0.019789295
UXRUDFJTPABSNB-OYHNWAKOSA-N,CCOP(=O)(Cc1ccccc1NC(=O)[C@H]1Cc2cc3c(cc2C(=O)[C@H](C)S1)OCO3)OCC,0.51090586,0.23050134,0.019379748
XSEWDLLFUPPPPL-PYHSYOTJSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(OS(=O)(=O)O)ccc1OS(=O)(=O)O,0.5133895,0.23112062,0.018700112
UOLWAWYOIVYEAT-IWIPYMOSSA-N,COc1ccc2c(c1)c(/C=C1\Oc3cc(O)cc(O)c3C1=O)c(C)n2CCN1CCN(C)CC1,0.51544523,0.23101102,0.018750396
GOEVKCKHFBODJY-UHFFFAOYSA-N,Cn1c(SCC(=O)Nc2ccccc2Br)nnc1-c1cnccn1,0.18906872,0.1477701,0.0055516358
XDXADVDZZWWNRR-UHFFFAOYSA-N,O=S(=O)(NCc1ccc(Cl)cc1)c1cc(Cl)c(Oc2cccc(N3CCNCC3)c2)s1,0.18711159,0.14687225,0.0052286144
QJNOZHZYQOMYHW-UHFFFAOYSA-N,O=C(CN1CCOCC1)NNc1nc(-c2ccccc2)c2cc(Br)ccc2n1,0.19312888,0.1504306,0.0053995443
VUISAJWDMBCIQP-UHFFFAOYSA-N,COc1ccc(C2=NN(CCCO)C(=O)C3CCCCC23)cc1OC,0.18586548,0.14615281,0.005166686
QXJMWFJCGMBRPK-UHFFFAOYSA-N,COC(=O)Cn1c(=N)n(CCN2CCCCC2)c2ccccc21,0.19384666,0.15124999,0.0050201495
RIJGXYIRUNBEJG-UHFFFAOYSA-N,Oc1ccc(CC2CCN(CCC#Cc3ccccc3)CC2)cc1,0.18210213,0.14326736,0.0056735794
HDYLUQPADNVNQG-UHFFFAOYSA-N,COCCn1c(=O)c(-c2cn(C)c3ccccc23)nc2cnc(Oc3cccc(Cl)c3)nc21,0.18668509,0.14578702,0.0060467427
NXBNYUSXDBHELA-DHZHZOJOSA-N,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1,0.18632597,0.14575297,0.0058556255
JGOMOURYXGBGLP-UHFFFAOYSA-N,COc1cc(C2CC(c3cc(OC)c(OC)c(OC)c3)=NN2C)ccc1O,0.19032569,0.14668123,0.0074206
SIMOEFIOKHUVBO-UHFFFAOYSA-N,CC1(C)OCc2c(Nc3n[nH]c4c(Cl)cccc34)nc(-c3cn[nH]c3C(F)F)nc21,0.17968807,0.1412193,0.0061809863
XVPZRKIQCKKYNE-UHFFFAOYSA-N,Cn1c(Cc2ccccc2)nc(=O)c2ccccc21,0.19156836,0.14818396,0.0066860104
UXLPJZGKAQRVTA-UHFFFAOYSA-N,CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,0.18187365,0.14384724,0.00494839
CGTBRZZQACOTSR-LSQHKTNHSA-N,O=c1ncccn1[C@H]1[C@H](O)[C@H](O)[C@@]2(CO)C[C@H]12,0.19327444,0.14912479,0.0067946487
OYTZWPYVHBHOPU-SFHVURJKSA-N,CCc1nccn1CC(=O)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,0.19091733,0.1477026,0.0067652906
QWMFOPZHDXETGS-ZVHZXABRSA-N,O=C(N/N=C/c1ccccn1)c1cc(-c2ccncc2)nc2ccccc12,0.1889032,0.14722596,0.0059928247
RSZWMKSWYWFHMX-SANMLTNESA-N,CN(C)CCCN1C(=O)[C@H](Cc2ccccc2)N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=S,0.19267173,0.1504093,0.005140046
KFGVJVJYLSWZJG-UHFFFAOYSA-N,CCC(Cc1ccccc1)NC(=O)Cn1nc(C)n2c(cc3occc32)c1=O,0.19099906,0.14955191,0.0049665156
KBAQOTQHZALTMH-WPWMEQJKSA-N,Cc1ccc(/C=N/NC(=O)CCN2CCN(c3ccnc4cc(Cl)ccc34)CC2)cc1,0.18634962,0.14597787,0.0056455764
VJOLHYVXOROYEL-UHFFFAOYSA-N,CC1=Nc2ccc(Cl)cc2C(c2ccc(Cl)cc2)N1CCN1CCCCC1,0.19446108,0.1497571,0.0068888515
NMXILYPHEODMRP-UHFFFAOYSA-N,O=C1C2C3C=CC(C3)C2C(=O)N1CCNc1c2ccccc2nc2ccccc12,0.1893604,0.14735414,0.006148899
ZYPFOSZGRDTEPJ-INIZCTEOSA-N,CN(C)C[C@H]1CCn2c(c(C3=C(Nc4ccccc4)C(=O)NC3=O)c3ccccc32)C1,0.18535766,0.14553961,0.0054605696
OOZYTONLGPPKPM-WJOKGBTCSA-N,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1F,0.17960049,0.14126447,0.0060796696
OSLLJZQZZPCQEN-UHFFFAOYSA-N,CSc1ncc(Cl)c(C(=O)Nc2c(C(=O)c3ccc(Cl)cc3)oc3ccccc23)n1,0.18433705,0.1450221,0.005334814
LVTFXXHFOAVFAJ-ZQBBOAKWSA-N,O=C(/C=C/c1ccccc1Cl)[C@@H]1[C@@H](c2ccccc2Cl)[C@@H]2CSCN2C12C(=O)Nc1ccccc12,0.18955027,0.14777741,0.0058435495
VXEYXROSIMOFIS-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(-c2[nH]c(-c3ccc(S(C)(=O)=O)cc3)c3c2C2CCC3C2)cc1,0.18507078,0.14428674,0.006532846
WLGSTVNPSKYNLO-UHFFFAOYSA-N,CC(C)(C)c1ccc(CN(Cc2cccc3ccccc23)n2cnnc2)cc1,0.19212967,0.1504297,0.0047861785
TZNQMGFEWYPGDR-UHFFFAOYSA-N,Nc1nc2cc3nc(NCCc4ccc(C(=O)O)cc4)[nH]c3cc2c(=O)[nH]1,0.19910637,0.15335637,0.0061066207
MEXOOXQSKJQSPA-UHFFFAOYSA-N,CCOC(=O)C1=NOC2(C1)C(=O)Nc1ccc(OC(F)(F)F)cc12,0.19396445,0.1508549,0.0054873605
ZRQUIFFSYFFJJZ-UHFFFAOYSA-N,O=C1Nc2ccccc2/C1=N\NC(=O)c1cccnc1,0.1882875,0.14715399,0.005681317
BFNQHIJJIFTQCT-UHFFFAOYSA-N,CC(O)(COc1ccc(F)cc1F)C(=O)Nc1ccc(C#N)cc1C(F)(F)F,0.19380662,0.14863835,0.007607244
NQEXFOOJALTUQI-UHFFFAOYSA-N,CC(CNC(=O)c1ccccc1)(CNC(=O)c1ccccc1)[N+](=O)[O-],0.18567175,0.14583845,0.0053592864
BAZIZFOLMQRGMR-UHFFFAOYSA-N,Cc1ccc(-n2ccn3c(SC(C)C(=O)Nc4ccc5c(c4)OCCO5)nnc3c2=O)cc1C,0.1857401,0.14552921,0.0057115103
BXZCHELXYNXCDS-UHFFFAOYSA-N,Nc1nc2[nH]c(C3CC3)c(Cc3ccc(Cl)c(Cl)c3)c(=O)n2n1,0.075799055,0.06697595,0.00307762
VYMNBUQVQUXHSM-UHFFFAOYSA-N,CCCN(CCC)c1cc(C)nc2c(-c3ncc(N=O)cc3C)c(C)nn12,0.088945515,0.07803234,0.0030018694
ULFGDQDWOJBMLY-YPMHNXCESA-N,CC1(C)Oc2cc(C#N)sc2[C@@H](N2CCCC2=O)[C@@H]1O,0.084715866,0.073267914,0.0042711725
VACBNLGJAQMVJK-UKTHLTGXSA-N,O=C1Nc2ccccc2/C1=C\C(=O)c1cccc(Cl)c1,0.08394768,0.07140266,0.0054978193
BRAWSIIECGMQJC-UHFFFAOYSA-N,O=C(CCC(=O)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1)Nc1ccc2ccccc2c1,0.19661355,0.14860879,0.009347856
LDXDMBVFSOGIIJ-NRXMAPPISA-N,COc1ccc(/N=C2C(=N/c3ccc(OC)cc3)/N(c3ccccc3)C(=S)N/2N=C=C2Sc3ccccc3N2C)cc1,0.19643933,0.14798403,0.009866913
IIRVXNJEGFDTAK-UHFFFAOYSA-N,O=C(CCN1C(=O)c2cccc3cccc(c23)C1=O)NCc1cccnc1,0.20151612,0.15110698,0.009800404
KJVFQLVWOAZHEV-UHFFFAOYSA-N,CCCCNC(=O)CSc1nc2cc3c(cc2c(=O)n1Cc1ccco1)OCO3,0.20035449,0.15153852,0.008674029
OXYCNDUOAUAOAC-IGMJJTELSA-N,COC(=O)[C@@]1(C)[C@H]2C(=O)N(C)C(=O)[C@H]2[C@H]2CN=C(SCc3ccc(C)cc3)N21,0.19835305,0.1490183,0.009990837
QRYRSVDNNGPOCP-UHFFFAOYSA-N,C=CCNC(=O)C(C)(C(C)C)N(C(=O)c1cccnc1)C1CC1,0.19401336,0.14785561,0.008516549
IUFLCCGSBWWBGH-UHFFFAOYSA-N,O=c1ncc(Oc2cccc(C(F)(F)F)c2)c[nH]1,0.20788859,0.15622737,0.008443539
PRYSYKQNIPXASP-UHFFFAOYSA-N,COc1ccccc1NC(=O)CSc1nncn1N,0.19833896,0.1493747,0.009625918
DCANEJPZBIAFRD-UHFFFAOYSA-N,CCOCCN1CCN(Cc2cnn(C)c2)CC1C,0.20442103,0.15350749,0.0091255875
LYNBJSJVJXRVTC-BZSNNMDCSA-N,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)c2cccc(c2)NC1=O,0.19484788,0.14814728,0.008734925
KLUBFNJJJWONQA-UHFFFAOYSA-N,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCCN(S(=O)(=O)Cc3ccncc3)C2)cc1,0.19837286,0.14881942,0.010201616
PIVPVCCOKPYBOP-FPLPWBNLSA-N,COc1cc(/C=C\c2cccc3c2oc(=O)n3C)cc(OC)c1,0.19222055,0.14729325,0.007978575
YPDMZTAHAUZDKO-JZBRPHLYSA-N,CSCC(O/N=C(\C(=O)N[C@@H]1C(=O)N(OS(=O)(=O)O)C1(C)C)c1csc(N)n1)c1cc(=O)c(O)cn1O,0.20158143,0.15007135,0.010874998
TUUDYGUVNIAEDD-UHFFFAOYSA-N,O=C(CN1CCNCC1)NCc1ccc2sccc2c1,0.19479816,0.1471127,0.009739122
MAECBKYPUBIHOI-UHFFFAOYSA-N,Cc1cc(C)nc(NC(=O)NS(=O)(=O)Oc2ccccc2C(=O)Oc2ccccc2)n1,0.19149515,0.14636984,0.008454875
ZLJCOCPMGGSXRR-UHFFFAOYSA-N,O=C(O)C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,0.19945244,0.15115945,0.008511705
DOPXJYZKWJOWKH-UHFFFAOYSA-N,COC(=O)CC1=NCCNC1=O,0.20498888,0.15225355,0.010714871
OGUHXQFMLWUPCE-UHFFFAOYSA-N,COC(=O)c1cc2ccc3c(c2c(-c2ccc4c(c2)OCO4)c1C(=O)OC)OCO3,0.1968103,0.1477735,0.010302504
XDUMFDDLQURJLV-UHFFFAOYSA-N,S=C(NCCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(Cl)cc3)c2c1,0.20338704,0.15212649,0.009894281
OGMYTATZTARSSA-UHFFFAOYSA-N,CCN(CC)c1ccc(CN2CCC(C(=O)NCc3ccc(C)cc3)CC2)cc1,0.19142564,0.14541537,0.009366511
SVRJEAMALKPJOQ-UHFFFAOYSA-N,O=C(COC(=O)CN1C(=O)NC2(CCCCC2)C1=O)Nc1cc(F)ccc1F,0.19839472,0.14886974,0.0101644965
NDINQOKZIDQTBN-UHFFFAOYSA-N,O=C(OCc1cccs1)c1cc2c(o1)C(=O)c1ccccc1C2=O,0.19558083,0.14937612,0.007952845
ZYODXRYBYZMUNL-UHFFFAOYSA-N,COC(=O)CCc1ccc(C)cc1,0.1947945,0.14843218,0.008417436
QBDOFAGOTWCKQB-UHFFFAOYSA-N,COc1ccc(Cn2c(NCCNC(=N)N)nc(=O)n(CCc3ccccc3)c2=O)cc1,0.2088432,0.15727124,0.007956459
INNWZDNVOIAPRP-UHFFFAOYSA-N,CCOP(=O)(OCC)C1(P(=O)(OCC)OCC)CC(C(=O)CC)=NN1,0.19028904,0.14474653,0.009332571
IDOHVXBVCIPPSW-HOTGVXAUSA-N,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2nc(-c3ccc(-c4ncc[nH]4)cc3)[nH]c2n1,0.20326884,0.15351129,0.008439358
KELKEHFTJFLDAM-UHFFFAOYSA-N,O=C(Nc1ccc(OC(F)(F)F)cc1)NC1COc2ccccc2C1,0.20091549,0.15143277,0.009115657
RUGBZCTWKBEUNI-UHFFFAOYSA-N,Cc1cc(C)nc(NC(=S)N2CCN(c3ccc4ccccc4c3)CC2)c1,0.19354828,0.14758453,0.008502829
OAVFKAHCLBNXSU-UHFFFAOYSA-N,Cc1nnc(SC(C)C(=O)Nc2nccs2)s1,0.20030983,0.15060839,0.0095774075
QLPJOBBIJIWDOA-UHFFFAOYSA-N,NC1=C(c2nc3ccccc3s2)C(=O)CN1NC(=O)c1c[nH]c2ccccc12,0.19506042,0.14897963,0.008032253
JAURGPIILHRUCZ-WEVVVXLNSA-N,C/C(C#N)=C\c1ccc(C)cc1Cl,0.19460681,0.14675929,0.00997572
OYELBKDRZUAMQY-SHHOIMCASA-N,COc1ccc(CC(/C(=N/OCCCCC(=O)O)C2CCCCC2)n2ccnc2)cc1,0.19682056,0.14897268,0.009109566
DRHSVFXMBSQDIC-REZTVBANSA-N,O=C1Nc2ccc(Cl)cc2/C1=N/N=C/c1ccc(O)c(O)c1,0.7872334,0.14775667,0.019740326
MRMNCFGODMCHHJ-UHFFFAOYSA-N,Cc1nc(Nc2nc(CSc3ccc(Cl)cc3)cc(=O)[nH]2)nc2ccccc12,0.78338796,0.1486377,0.021053588
WDXRGPWQVHZTQJ-WUNHTLNSSA-N,C/C=C1\C(=O)C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C,0.8011465,0.14183448,0.017476337
JMRQLQZCVRXVBF-DPQHJISKSA-N,C=C(CC[C@@H](C)[C@H]1CC=C2C3=C([C@@H](O)[C@H](OC(C)=O)[C@@]21C)[C@@]1(C)C[C@@H](O)[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]1CC3)C(C)C,0.791046,0.14706425,0.018228019
PKSYYDVTKCWIMK-QJLXOANVSA-N,CO[C@]1(c2cc(F)cc(Sc3ccc(/C(C)=N/O)cc3)c2)CCO[C@@H](C)C1,0.7886103,0.15018184,0.016522277
ILBNDUAYPWIWNI-CYBMUJFWSA-N,Cc1c(-c2ccn[nH]2)sc2c(N[C@@H]3CCNC3)nc(-c3ccncc3)nc12,0.76708806,0.15952565,0.019138334
ZCODZCCHEGPLFA-UHFFFAOYSA-N,CCC1C(=O)N2C=CSC2=[N+](Cc2ccc(Cl)cc2)C1=O,0.78443104,0.15230969,0.016789284
DHJSIGLFEZHWTN-UHFFFAOYSA-N,COc1cc2[nH]c(=O)c(-c3cccs3)c(-c3cccc(-c4ccccn4)c3)c2cc1OC,0.78537476,0.14836535,0.02019587
VQKNVDMTYTWAPP-RGVLZGJSSA-N,COc1ccc(N2C(=O)CC(SC(=N)N/N=C(\C)c3cccs3)C2=O)cc1,0.7833808,0.15248923,0.017206097
MHJKYBXJQUFCAY-UHFFFAOYSA-N,O=C1Nc2[nH]nc(C3CCN(c4cnc(C(F)(F)F)cn4)CC3)c2C(O)(C(F)(F)F)C1O,0.79115254,0.15039031,0.014839937
NWJKKFOUUINEJW-UHFFFAOYSA-N,O=C(c1cccc(-c2ccccc2F)c1)N1CCc2c([nH]c3ccccc23)C1,0.7856857,0.14942,0.018963628
XUXIHIPUVGXTQG-NRFANRHFSA-N,N=C(N)N1CCC[C@H]1c1nc(-c2ccc3cc(OCC(=O)c4ccc(C(F)(F)F)cc4)ccc3c2)no1,0.7851091,0.14788443,0.020828398
QUVGJMKWHNSLBX-UHFFFAOYSA-N,CCN(CC)CCN(CC)c1ccc2cc(C(=N)N)c(=O)oc2c1,0.783499,0.14864159,0.02098671
GZAPVKSQRTZSJU-UHFFFAOYSA-N,OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccccc1-c1ccncc1,0.7756292,0.15560362,0.01842493
GDYUSSFBUVJSFX-UHFFFAOYSA-N,CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2cc(Cl)cnn2)c1,0.7797343,0.15239985,0.019348882
ORPXEQOZVCQUKK-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)Nc2ccc(-c3nnc(SCC#N)n3C)cc2)cc1,0.772695,0.15748657,0.01815087
TXUWQECYFJZEMC-RBZQAINGSA-N,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(-c3ccsc3)cc2)C[C@H](N)[C@H]1NC(C)=O,0.7863181,0.14825231,0.019769609
QWKYFMXJKILTAJ-LJQANCHMSA-N,CCCN(CCC)[C@H]1COc2c(cccc2-c2ccc(OC)cc2)C1,0.7708813,0.15984546,0.016777905
NLHNOVPBFCSLAT-UHFFFAOYSA-N,Cn1c(C(=O)NC2CCCC2)nc(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,0.752435,0.16404603,0.022230545
JQAIMHGAEVVRTI-UHFFFAOYSA-N,CCCCN(Cc1ccccc1-c1ccccc1)c1nc2c3c(ccc2s1)CCCC3,0.79115295,0.14689587,0.018334065
XFUKIAYRJVFVSZ-ZENAZSQFSA-N,CN1CCC(Oc2cc(CN3CC[C@H](NC(=O)c4ccc(Cl)c(Cl)c4)C3)ccc2I)C1,0.7807718,0.15187706,0.019290155
VLOMEILIKQSBAS-UHFFFAOYSA-N,COc1cc(O)c2c(=O)cc(C(=O)NCCCCCCN(C)Cc3ccccc3OC)oc2c1,0.78672427,0.15130554,0.016483665
GDNDXNUOEVYPDM-SDHOMARFSA-N,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCNC2=O)c1,0.7791599,0.15535814,0.016711598
PSFWRKAIDVJVPD-UHFFFAOYSA-N,N#Cc1cccc(NC(=O)NCCCN2CCC(Cc3ccc(C(F)(F)F)cc3)CC2)c1,0.78307,0.15183288,0.018038504
QLXYYFOZLXUJSU-UHFFFAOYSA-N,CC1CCN(C(c2ccccc2)c2sc3nc(-c4ccco4)nn3c2O)CC1,0.79619086,0.1434149,0.018856052
FYKZEIJFARZWQH-NTUHNPAUSA-N,CNc1cccnc1/C=N/NC(=S)N(C)C,0.7832703,0.15120481,0.018553112
ZUOXMLSPIUSXPR-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2c(C)nn(COc3cccc(C(F)(F)F)c3)c2C)cc1,0.781584,0.15233865,0.01837182
HRWPTRXVULGXJH-GEFPKZSYSA-N,NC/C=C\CN(CCF)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,0.7884547,0.14607887,0.020715002
KEOVOLZZHVJWJR-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1c(-c2ccccc2)[n+]([O-])c2cc(Cl)c(Cl)cc2[n+]1[O-],0.7967647,0.1410041,0.02092659
DGBHLXYEPIJNFG-UHFFFAOYSA-N,Cn1c(Cl)c(C(=O)Nc2ccc(Cl)cc2)c2ccccc21,0.7634427,0.16064627,0.019951621
BQVZICWQBFTOJX-QNDZYWSYSA-N,C[C@@H]1C[C@@](N)(C(=O)O)[C@@H]2[C@@H](C(=O)O)[C@@H]21,0.7785912,0.15286662,0.019520309
FRUDVXRUSIWXJO-UHFFFAOYSA-N,O=c1oc2ccccc2c(Nc2ccc(OCCN3CCCC3)cc2)c1-c1ccc(F)cc1,0.78717196,0.15089826,0.016634045
CMHQDSBIBSKHFP-UHFFFAOYSA-N,O=C(O)C1=CCCN(CCOC(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)C1,0.83621085,0.1308302,0.006132078
MXVAYAXIPRGORY-UHFFFAOYSA-N,Clc1cc(Cl)cc(-c2cc(Cl)c(Cl)c(Cl)c2)c1,0.8446379,0.12332304,0.007901675
ZCMMWOVFLLUFDU-UHFFFAOYSA-N,Cc1cc2oc(Cc3cccc(Cl)c3)nc2c(NCC(F)(F)c2cccc[n+]2[O-])n1,0.8407722,0.12922452,0.00464985
FCYXWYAKZLXFEZ-UHFFFAOYSA-N,Cc1cc(SC2C(=O)CC(CCc3ncsc3C)(C(C)C)OC2=O)c(C(C)(C)C)cc1CO,0.8436864,0.12848824,0.0033913828
HULVBXHCFWOUHP-VHJOFQCFSA-N,NC(=O)OCCO[C@@H]1[C@H](O)[C@H](Oc2ccc(I)cc2)O[C@@H](COS(=O)(=O)c2ccc3ccccc3c2)[C@H]1O,0.8537556,0.11977744,0.0050794883
CDLQJUZZIBSLEZ-UHFFFAOYSA-N,COc1ccc(Nc2c(-c3ccc(F)cc3)nc3nc(C)cc(C)n23)cc1,0.83843017,0.12997296,0.005492117
YQCHJORSBGANNU-UHFFFAOYSA-N,NC1CN(c2ncc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc2-c2cncnc2)C1,0.84372467,0.12656972,0.0052835667
ISDNLQZIXKBDQS-UHFFFAOYSA-N,CCCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(Br)ccc1O,0.8431186,0.12600331,0.006266366
QCOOGLXBUANRGO-MISDAEJGSA-N,CSC1=CC2=C(C(=O)c3ccc([C@H]4C[C@@H](O)[C@H](O)[C@@H](C)O4)c(O)c3C2=O)[C@@]2(O)C(=O)C=C(C)C[C@@]12O,0.85103893,0.12010016,0.006671423
WANUEHQHGBYBLT-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(Br)cc3Cl)c2c(OC)c1OC,0.84808546,0.122532055,0.0063044247
FHIKEQNYVZSIEI-KYJUHHDHSA-N,CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(OC(=O)c2ccccc2)cc1)C(=O)NC(C)(C)C)N(C)Cc1ccccc1Cl,0.845745,0.12509461,0.0053657484
WCWQZLUHHJUUJM-UHFFFAOYSA-N,COc1ccc(CCNC2(C#N)CCCCC2)cc1OC,0.84597015,0.124630615,0.005674029
AFRLWULTPSQTJR-UHFFFAOYSA-N,CCOC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O,0.8332854,0.13361475,0.0053060935
VZAJNAMCAWDCMR-UHFFFAOYSA-N,O=c1[nH]c(=O)c2c1c1oc3ccccc3oc1c1[nH]c3ccc(O)cc3c12,0.8458093,0.12558982,0.0048261127
WYNUBLAIBVYKTR-UHFFFAOYSA-N,Cc1ccc(CC(=O)N(C)CC2(O)CCCN(c3ccccn3)C2)s1,0.84370613,0.1273061,0.004559969
WMHUNWSSFWGGDP-DEOSSOPVSA-N,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(OCCN5CCOCC5)c4)c3)cc12,0.8453554,0.12455257,0.0061770855
QFZMGUJABZECLU-XWDWZIQCSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C(=O)NCc1ccccn1,0.83659166,0.13188744,0.0048186476
OELXHXXXXDCMFA-UHFFFAOYSA-N,CCN(CCCN1CCCCC1)c1cc(C)nc(Nc2ccc(C(F)(F)F)cc2)n1,0.84355545,0.1266248,0.005344841
PPCGMGHPTLIZSS-AUVZLTIHSA-N,COc1ccc2ncc(F)c([C@@H](O)CC[C@@H]3CCN(C4CC(c5ccc(F)s5)C4)C[C@@H]3C(=O)O)c2c1,0.8558934,0.11954955,0.003790309
DOQVEVUPASOJLQ-KRWDZBQOSA-N,COc1ccc([C@H]2CC(=O)N(c3cccc(NS(=O)(=O)c4cc(Br)c(Cl)s4)c3)C2)cc1OC1CCCC1,0.84236777,0.12691633,0.0058680414
XWVFBUOUWXGKIB-UHFFFAOYSA-N,CCN(C)C(=O)CN1CC(Oc2cccc(Cl)c2)C1,0.84109527,0.12917604,0.0044779084
LDTYCPIQHHHNCK-UHFFFAOYSA-N,CC(C)Oc1ccnc2ccc(C#CCNC(=O)c3cccn(Cc4ccc(F)c(F)c4)c3=O)cc12,0.8476953,0.124676324,0.004431479
WLEPZPAKSFBFNK-UHFFFAOYSA-N,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)N1CCc2ccccc21,0.85621935,0.11858032,0.0045274035
